fecha,producto,categoria,cantidad,precio_unitario,total_venta,cliente
2024-03-22,Lámpara LED,Software,3,131.44,394.32,Freelancer
2024-01-13,Silla Ergonómica,Audio & Video,18,527.58,9496.44,Startup C
2024-10-11,Soporte para Monitor,Redes,7,582.97,4080.79,Startup C
2024-06-06,Monitor 27'' 4K,Software,16,750.29,12004.64,Freelancer
2024-05-21,Licencia Visual Studio,Periféricos,15,491.43,7371.45,Freelancer
2024-04-18,Mouse Inalámbrico,Monitores,12,154.4,1852.8,Startup C
2024-10-03,Fuente 750W Modular,Software,6,486.04,2916.24,Freelancer
2024-03-07,Hub USB 3.0,Monitores,18,368.47,6632.46,Empresa B
2024-05-14,Procesador AMD Ryzen 9,Mobiliario,14,521.73,7304.22,Freelancer
2024-06-05,Impresora Láser,Redes,18,942.93,16972.74,Empresa B
2024-04-13,Mochila para Laptop,Monitores,1,556.74,556.74,Empresa A
2024-09-14,Audífonos Bluetooth,Periféricos,12,212.05,2544.6,Distribuidor D
2024-06-04,Hub USB 3.0,Audio & Video,20,415.0,8300.0,Freelancer
2024-04-21,Silla Ergonómica,Audio & Video,6,944.11,5664.66,Empresa B
2024-06-27,Mouse Inalámbrico,Software,20,630.22,12604.4,Freelancer
2024-08-22,Lámpara LED,Mobiliario,10,829.32,8293.2,Empresa B
2024-09-27,Impresora Láser,Accesorios,19,161.09,3060.71,Empresa A
2024-04-18,Micrófono Condensador,Monitores,6,253.31,1519.86,Startup C
2024-11-28,Placa de Video RTX 3060,Software,18,910.55,16389.9,Empresa A
2024-03-06,Micrófono Condensador,Audio & Video,11,282.13,3103.43,Startup C
2024-06-27,Panel de Control Stream Deck,Almacenamiento,8,398.02,3184.16,Distribuidor D
2024-08-17,Panel de Control Stream Deck,Redes,12,639.87,7678.44,Freelancer
2024-10-06,Placa de Video RTX 3060,Almacenamiento,8,133.29,1066.32,Startup C
2024-12-15,Panel de Control Stream Deck,Monitores,18,908.96,16361.28,Empresa B
2024-08-09,Memoria RAM 16GB,Audio & Video,8,918.35,7346.8,Startup C
2024-03-06,Mochila para Laptop,Almacenamiento,16,902.62,14441.92,Freelancer
2024-10-21,Teclado Mecánico,Periféricos,7,247.28,1730.96,Startup C
2024-07-23,Licencia Visual Studio,Monitores,10,432.57,4325.7,Startup C
2024-01-21,Memoria RAM 16GB,Mobiliario,9,112.19,1009.71,Distribuidor D
2024-05-17,Tablet Samsung,Monitores,18,508.84,9159.12,Empresa A
2024-03-25,Memoria RAM 16GB,Energía,13,818.27,10637.51,Distribuidor D
2024-03-26,Teclado Mecánico,Accesorios,11,666.71,7333.81,Startup C
2024-11-21,Escritorio Gamer,Almacenamiento,4,75.18,300.72,Startup C
2024-06-07,Mochila para Laptop,Periféricos,9,142.88,1285.92,Empresa A
2024-05-28,Router WiFi 6,Accesorios,17,986.03,16762.51,Startup C
2024-11-13,Procesador AMD Ryzen 9,Periféricos,12,468.56,5622.72,Freelancer
2024-06-20,Panel de Control Stream Deck,Redes,1,748.4,748.4,Empresa B
2024-04-17,SSD NVMe 1TB,Almacenamiento,8,553.87,4430.96,Empresa B
2024-10-24,Tablet Samsung,Audio & Video,3,191.29,573.87,Startup C
2024-12-08,Licencia Visual Studio,Accesorios,2,270.53,541.06,Empresa B
2024-09-22,Impresora Láser,Mobiliario,13,546.51,7104.63,Startup C
2024-05-03,Micrófono Condensador,Energía,5,190.19,950.95,Freelancer
2024-09-10,Panel de Control Stream Deck,Periféricos,1,266.32,266.32,Freelancer
2024-10-18,Fuente 750W Modular,Audio & Video,6,682.99,4097.94,Startup C
2024-10-27,Router WiFi 6,Accesorios,18,716.98,12905.64,Startup C
2024-05-03,Panel de Control Stream Deck,Accesorios,16,274.58,4393.28,Freelancer
2024-03-13,Laptop Dell XPS,Accesorios,9,145.29,1307.61,Distribuidor D
2024-08-18,Teclado Mecánico,Accesorios,13,886.41,11523.33,Distribuidor D
2024-10-08,Panel de Control Stream Deck,Software,17,321.3,5462.1,Empresa B
2024-05-09,Silla Ergonómica,Energía,7,398.97,2792.79,Empresa B
2024-05-05,Micrófono Condensador,Mobiliario,17,637.28,10833.76,Freelancer
2024-08-06,Panel de Control Stream Deck,Energía,8,651.71,5213.68,Distribuidor D
2024-06-05,Micrófono Condensador,Periféricos,2,92.52,185.04,Freelancer
2024-03-23,Hub USB 3.0,Periféricos,7,76.82,537.74,Empresa B
2024-09-14,Impresora Láser,Audio & Video,20,468.43,9368.6,Freelancer
2024-04-18,Monitor 27'' 4K,Almacenamiento,8,710.06,5680.48,Freelancer
2024-01-03,Router WiFi 6,Software,10,643.6,6436.0,Startup C
2024-04-28,SSD NVMe 1TB,Componentes,12,296.98,3563.76,Distribuidor D
2024-03-07,Monitor 27'' 4K,Energía,12,473.57,5682.84,Empresa B
2024-08-25,Impresora Láser,Audio & Video,1,210.65,210.65,Distribuidor D
2024-11-17,Impresora Láser,Almacenamiento,20,346.68,6933.6,Freelancer
2024-06-02,Monitor 27'' 4K,Audio & Video,13,444.52,5778.76,Startup C
2024-08-01,Memoria RAM 16GB,Accesorios,7,59.43,416.01,Distribuidor D
2024-12-06,Impresora Láser,Energía,6,174.52,1047.12,Empresa B
2024-10-16,Lámpara LED,Almacenamiento,19,265.43,5043.17,Empresa A
2024-11-07,Procesador AMD Ryzen 9,Audio & Video,7,643.21,4502.47,Empresa B
2024-02-13,Base Refrigerante,Componentes,6,467.58,2805.48,Freelancer
2024-01-26,Soporte para Monitor,Accesorios,1,236.31,236.31,Distribuidor D
2024-05-02,Silla Ergonómica,Periféricos,9,154.93,1394.37,Distribuidor D
2024-05-26,Audífonos Bluetooth,Redes,8,883.87,7070.96,Empresa B
2024-08-17,Micrófono Condensador,Almacenamiento,20,801.38,16027.6,Empresa A
2024-03-27,Tablet Samsung,Monitores,2,619.6,1239.2,Distribuidor D
2024-09-25,Monitor 27'' 4K,Monitores,5,293.96,1469.8,Empresa B
2024-09-06,Monitor 27'' 4K,Redes,2,724.36,1448.72,Startup C
2024-06-19,Licencia Visual Studio,Redes,11,149.25,1641.75,Freelancer
2024-09-08,SSD NVMe 1TB,Audio & Video,6,871.53,5229.18,Startup C
2024-08-27,Soporte para Monitor,Energía,2,687.94,1375.88,Startup C
2024-12-24,Cámara Web HD,Energía,6,428.1,2568.6,Empresa B
2024-02-03,Router WiFi 6,Mobiliario,1,892.57,892.57,Startup C
2024-02-04,Silla Ergonómica,Mobiliario,4,500.91,2003.64,Freelancer
2024-06-24,Panel de Control Stream Deck,Monitores,12,152.5,1830.0,Freelancer
2024-03-27,Lámpara LED,Accesorios,13,993.34,12913.42,Empresa B
2024-11-04,Hub USB 3.0,Mobiliario,15,918.75,13781.25,Empresa A
2024-10-10,Mouse Inalámbrico,Almacenamiento,8,765.78,6126.24,Startup C
2024-09-02,Procesador AMD Ryzen 9,Almacenamiento,8,91.36,730.88,Freelancer
2024-09-24,Memoria RAM 16GB,Mobiliario,3,316.57,949.71,Empresa B
2024-01-06,Panel de Control Stream Deck,Periféricos,9,125.49,1129.41,Empresa A
2024-07-07,Router WiFi 6,Energía,3,991.77,2975.31,Distribuidor D
2024-09-14,Soporte para Monitor,Almacenamiento,7,984.25,6889.75,Empresa B
2024-01-02,Audífonos Bluetooth,Redes,17,155.98,2651.66,Distribuidor D
2024-09-12,Escritorio Gamer,Periféricos,15,49.88,748.2,Empresa A
2024-03-06,Impresora Láser,Software,15,455.56,6833.4,Freelancer
2024-03-16,Licencia Visual Studio,Accesorios,14,915.15,12812.1,Empresa A
2024-07-02,Procesador AMD Ryzen 9,Audio & Video,3,666.14,1998.42,Freelancer
2024-08-03,Micrófono Condensador,Periféricos,17,573.12,9743.04,Empresa A
2024-03-01,Micrófono Condensador,Almacenamiento,19,991.61,18840.59,Startup C
2024-10-25,Placa de Video RTX 3060,Software,5,105.16,525.8,Empresa B
2024-11-23,Base Refrigerante,Energía,1,818.67,818.67,Freelancer
2024-01-01,Silla Ergonómica,Redes,20,727.6,14552.0,Distribuidor D
2024-06-21,Laptop Dell XPS,Componentes,12,233.68,2804.16,Distribuidor D
2024-09-04,SSD NVMe 1TB,Software,8,620.73,4965.84,Empresa B
2024-04-04,Soporte para Monitor,Energía,15,593.62,8904.3,Empresa B
2024-09-05,Mouse Inalámbrico,Audio & Video,19,545.48,10364.12,Empresa B
2024-11-02,Router WiFi 6,Periféricos,14,805.98,11283.72,Empresa A
2024-09-28,Silla Ergonómica,Componentes,7,967.68,6773.76,Freelancer
2024-09-19,Escritorio Gamer,Mobiliario,6,518.7,3112.2,Empresa A
2024-03-24,Lámpara LED,Software,10,693.76,6937.6,Distribuidor D
2024-06-23,Tablet Samsung,Energía,12,520.62,6247.44,Distribuidor D
2024-12-01,Mouse Inalámbrico,Monitores,7,506.36,3544.52,Empresa A
2024-04-07,Teclado Mecánico,Audio & Video,17,243.44,4138.48,Empresa A
2024-03-06,Cámara Web HD,Almacenamiento,8,920.76,7366.08,Empresa B
2024-05-25,Cámara Web HD,Componentes,20,905.93,18118.6,Empresa B
2024-12-26,Placa de Video RTX 3060,Monitores,4,757.94,3031.76,Distribuidor D
2024-07-28,Laptop Dell XPS,Accesorios,1,625.45,625.45,Distribuidor D
2024-11-05,Mochila para Laptop,Accesorios,16,379.88,6078.08,Empresa B
2024-04-17,Hub USB 3.0,Audio & Video,12,282.75,3393.0,Freelancer
2024-03-01,Soporte para Monitor,Periféricos,4,415.49,1661.96,Distribuidor D
2024-11-28,Soporte para Monitor,Accesorios,12,896.1,10753.2,Empresa B
2024-03-11,Tablet Samsung,Mobiliario,9,768.85,6919.65,Startup C
2024-10-20,Soporte para Monitor,Componentes,20,860.48,17209.6,Startup C
2024-09-01,Mouse Inalámbrico,Periféricos,3,951.53,2854.59,Empresa A
2024-02-16,Cargador USB-C,Software,19,552.99,10506.81,Empresa A
2024-07-16,SSD NVMe 1TB,Energía,16,23.12,369.92,Freelancer
2024-02-26,Silla Ergonómica,Monitores,9,344.96,3104.64,Distribuidor D
2024-06-21,Panel de Control Stream Deck,Redes,8,635.98,5087.84,Freelancer
2024-12-23,Hub USB 3.0,Mobiliario,7,468.75,3281.25,Empresa B
2024-09-09,Teclado Mecánico,Mobiliario,7,179.44,1256.08,Startup C
2024-08-12,Mouse Inalámbrico,Redes,4,888.54,3554.16,Empresa B
2024-09-25,Impresora Láser,Redes,3,529.96,1589.88,Freelancer
2024-05-09,Silla Ergonómica,Redes,8,815.94,6527.52,Distribuidor D
2024-06-20,Lámpara LED,Redes,2,13.38,26.76,Startup C
2024-10-18,Laptop Dell XPS,Energía,2,283.48,566.96,Empresa A
2024-01-07,Memoria RAM 16GB,Software,13,946.5,12304.5,Startup C
2024-03-05,Licencia Visual Studio,Periféricos,5,456.68,2283.4,Empresa A
2024-04-12,Mouse Inalámbrico,Energía,16,715.91,11454.56,Distribuidor D
2024-03-18,Cargador USB-C,Energía,18,886.38,15954.84,Empresa A
2024-04-02,Hub USB 3.0,Redes,6,709.68,4258.08,Startup C
2024-05-12,Licencia Visual Studio,Componentes,11,314.33,3457.63,Distribuidor D
2024-07-24,Base Refrigerante,Energía,16,226.55,3624.8,Distribuidor D
2024-02-17,Escritorio Gamer,Componentes,9,383.87,3454.83,Empresa B
2024-04-17,Mochila para Laptop,Mobiliario,17,205.05,3485.85,Freelancer
2024-02-15,Cargador USB-C,Software,6,204.58,1227.48,Startup C
2024-03-12,Laptop Dell XPS,Redes,14,73.91,1034.74,Distribuidor D
2024-06-07,Mochila para Laptop,Audio & Video,7,346.95,2428.65,Distribuidor D
2024-11-14,Impresora Láser,Almacenamiento,3,123.06,369.18,Empresa B
2024-07-08,Fuente 750W Modular,Redes,15,755.85,11337.75,Empresa A
2024-03-18,Impresora Láser,Accesorios,4,809.6,3238.4,Freelancer
2024-09-14,Base Refrigerante,Energía,17,456.96,7768.32,Empresa B
2024-07-07,Fuente 750W Modular,Monitores,10,73.64,736.4,Freelancer
2024-06-26,Cargador USB-C,Monitores,2,394.27,788.54,Empresa B
2024-12-18,Escritorio Gamer,Almacenamiento,2,922.73,1845.46,Freelancer
2024-05-17,Hub USB 3.0,Software,16,801.13,12818.08,Startup C
